,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BSU_00010,dnaA,2495.8729453458,0.756378513999571,0.16420437951093,4.60632363309911,4.09850360213009e-06,2.31536063989956e-05
BSU_00020,dnaN,2118.84963752494,1.02575614366143,0.183784931378261,5.58128534243237,2.38747583062663e-08,1.76233948451536e-07
BSU_00030,rlbA,129.243440259309,0.349827214013025,0.289235543244727,1.20948902091549,0.226475026558814,0.351348474786732
BSU_00040,recF,1798.74078217369,0.169670526541394,0.154606490141429,1.09743469621609,0.27245141317862,0.402362635754247
BSU_00050,remB,131.736819609675,0.0276824334923253,0.275313481553075,0.100548775658081,0.919908661631066,0.949265118087023
BSU_00060,gyrB,4366.48603450223,-0.150909246492757,0.178868741474536,-0.843687081648312,0.39884428822047,0.53703924824714
BSU_00070,gyrA,6347.25764841457,-0.374043962604888,0.14054564918767,-2.66136991622863,0.0077823405698712,0.0222727091738785
BSU_rRNA_1,rrnO-16S,15327.5052565723,-1.13303350597336,0.989411092264372,-1.14515949420002,0.252143094140588,0.381472076435464
BSU_tRNA_5,trnO-Ile,0.275199717373981,-0.146098830006364,3.52263970183289,-0.0414742472613212,0.966917822892557,
BSU_tRNA_6,trnO-Ala,27.6187986909718,-1.00559933490488,0.523930011544044,-1.91933905817179,0.054941438022337,0.117040929670986
BSU_rRNA_2,rrnO-23S,16722.2027303038,-1.16721671577615,0.869892692769701,-1.34179390800466,0.179662828030253,0.297118672245998
BSU_rRNA_3,rrnO-5S,0.178356403898036,-0.995703049573317,3.51232071174796,-0.283488647902483,0.776802282563215,
BSU_00080,yaaC,35.6734605749314,-0.659929770333644,0.565921611508348,-1.16611515961502,0.243567888231766,0.372136692421806
BSU_00090,guaB,2976.95287999145,0.456427179187526,0.175751089717117,2.59700909918782,0.0094039432898404,0.0262209049387893
BSU_00100,dacA,640.014227221482,1.35618037592734,0.197585621591654,6.86376045484791,6.7071065392259294e-12,6.870423790653889e-11
BSU_00110,pdxS,1280.33847469792,0.607388801442008,0.179461926291912,3.38449950912726,0.0007130814645583,0.0026682055146212
BSU_00120,pdxT,1301.92784784289,0.568325977524211,0.192984908848888,2.94492445504753,0.0032303352534084,0.0103146961333963
BSU_misc_RNA_1,tboS,556.787971160335,0.316856316885773,0.247792346787534,1.27871712340437,0.200996687531478,0.321847245777493
BSU_00130,serS,324.049268627068,0.192939656454602,0.20276979645725,0.951520689104604,0.341340121102445,0.478649431953687
BSU_tRNA_7,trnSL-Ser1,80.5320960306051,-0.626963292790104,0.447837384413305,-1.39997980206915,0.161519366923053,0.274563914035931
BSU_00140,dck,55.2575802794238,1.21633874981599,0.367609694685993,3.30877767207682,0.0009370421507343,0.0034263321849214
BSU_00150,dgk,38.5659531741162,0.854342304390182,0.451999414671082,1.89014028925653,0.0587391999769013,0.123551919174715
BSU_00160,sleL,1778.35847807191,-6.38626494480134,0.260488959916705,-24.5164514720449,9.86337468957203e-133,2.84920016866104e-130
BSU_00170,yaaI,13.3016996321527,-0.926924758292372,0.910092169525521,-1.01849547697529,0.30844254922435,0.443281164301936
BSU_00180,tadA,161.796920888713,-0.109850687097504,0.249473134867977,-0.440330728018621,0.659697588449141,0.765524812734368
BSU_misc_RNA_2,scr,36859.1152976099,-0.78109902283467,0.231049844855674,-3.38065157898109,0.0007231417656322,0.0027035144697881
BSU_00190,dnaX,787.477555775555,-0.0242875126218723,0.181674039935688,-0.13368730408852,0.893649844908423,0.931933761248663
