,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BSU_00010,dnaA,2535.31310005323,0.820135915664338,0.125200759086926,6.55056663909621,5.73191713551458e-11,8.94480752989512e-10
BSU_00020,dnaN,2285.27894025517,0.824849399025006,0.101240957786796,8.14738834022159,3.7186798921305497e-16,9.080141313078781e-15
BSU_00030,rlbA,118.063439443061,0.852703886603449,0.332496128651975,2.56455282670668,0.0103308851818287,0.036621267625765
BSU_00040,recF,1903.39276573445,0.0904949022231151,0.106176494220771,0.85230636862949,0.39404407220871,0.588373001344733
BSU_00050,remB,147.294191190934,-0.170698058596178,0.244493161902446,-0.698171095125709,0.485070200721606,0.667172433132998
BSU_00060,gyrB,4223.39117731159,0.0188102235733044,0.10065065069814,0.186886258984235,0.851749813128379,0.925195939751639
BSU_00070,gyrA,5905.27493068469,-0.100375852426856,0.0962800913855323,-1.04254006183816,0.297161361753816,0.48634446546459
BSU_rRNA_1,rrnO-16S,2514.492047586,-0.135955988787567,0.149776175134547,-0.907727738843882,0.364022084730443,0.560045746590431
BSU_tRNA_5,trnO-Ile,1.27345096468217,-1.22779519978539,3.23294061022901,-0.37977660211284,0.704111252174167,
BSU_tRNA_6,trnO-Ala,16.045430187027,0.42481897446073,0.655966149690185,0.647623318156545,0.51722861168752,0.693458346381155
BSU_rRNA_2,rrnO-23S,4468.39813642239,-0.118276794894876,0.15831508856551,-0.747097424298465,0.455004754863236,0.645056262785961
BSU_rRNA_3,rrnO-5S,0.076965790185161,-0.609019383111511,3.52627986358419,-0.172708748786743,0.86288036660074,
BSU_00080,yaaC,24.1351553906448,0.147577283134763,0.5410288664418,0.272771551184207,0.78502882941618,0.882625858858766
BSU_00090,guaB,3759.56516135183,-0.172257588473399,0.0950070798438101,-1.81310265252429,0.0698159901495853,0.170741510083578
BSU_00100,dacA,771.437721748008,0.675727235095298,0.134268809642848,5.03264486288897,4.83758796740379e-07,4.66995991923097e-06
BSU_00110,pdxS,1484.31670080321,0.21058136746507,0.112269894222993,1.87567084588865,0.0607004915752743,0.152527914377859
BSU_00120,pdxT,1506.37493222508,0.172984385213821,0.110480938979023,1.56573963628844,0.117409583016277,0.252914986559712
BSU_misc_RNA_1,tboS,658.112576453938,-0.128761979650941,0.143281542708621,-0.898664107161331,0.368831600785314,0.563911592950217
BSU_00130,serS,312.019328726648,0.447434825231077,0.203255359762105,2.20134330408195,0.0277117294141409,0.0829353920678434
BSU_tRNA_7,trnSL-Ser1,56.773305046516,0.0431755942968796,0.387518247368779,0.111415641947286,0.911286756805719,0.956516181930858
BSU_00140,dck,70.5166366914776,0.379098781743804,0.322354659479428,1.17603009789284,0.239582849009855,0.417860674890717
BSU_00150,dgk,52.0549291284367,0.137010431670554,0.481205740077184,0.284723186486883,0.775856225331121,0.876825263095421
BSU_00160,sleL,398.796118176171,-4.06845407592341,0.24223844431441,-16.7952452280564,2.64409364520634e-63,4.9889239642052405e-61
BSU_00170,yaaI,8.94228633952459,0.0761403913658311,0.93415181223533,0.0815075134133015,0.935038349922084,0.968920420550546
BSU_00180,tadA,185.195870592996,-0.388130512922497,0.226786686678719,-1.71143429363801,0.0870009710330452,0.202093469926229
BSU_misc_RNA_2,scr,31234.5309072455,-0.387721666570737,0.095261037766054,-4.07009702668703,4.69935617720273e-05,0.0003141228259511
BSU_00190,dnaX,829.928399123,-0.0999849796422691,0.129297798929639,-0.77329220195526,0.439349469747393,0.629309747729961
BSU_00200,ebfC,1205.18333519209,-0.217035910805677,0.139532198860737,-1.55545395670496,0.119837992210816,0.257078814298242
BSU_00210,recR,323.451123206315,-0.115226535507261,0.194924752900189,-0.591133418372282,0.554431030085193,0.720552036907839
BSU_00220,yaaL,120.27535487433,-0.252736985569216,0.318129956682462,-0.794445729678589,0.426935991123247,0.617514819565103
BSU_00230,bofA,52.3553197278915,-1.20997559203091,0.531416422281888,-2.27688784406645,0.0227929239749946,0.0705018088079005
BSU_rRNA_4,rrnA-16S,2482.4009108476,-0.143227008984472,0.147053679379544,-0.973977731048846,0.330067596347417,0.521152754826219
BSU_tRNA_8,trnA-Ile,1.36592190514092,0.128803743521822,3.11975056109029,0.041286551921256,0.967067453942026,
BSU_tRNA_9,trnA-Ala,13.8686768857225,0.459270837191124,0.688195849589941,0.667354848862833,0.504545499112376,0.683603237392988
BSU_rRNA_5,rrnA-23S,4476.19730008732,-0.0810296367860693,0.153384996955767,-0.528276157344362,0.597307677564247,0.749070746093411
BSU_rRNA_26,rrnA-5S,0.076965790185161,-0.609019383111511,3.52627986358419,-0.172708748786743,0.86288036660074,
BSU_00240,csfB,33.8105146052728,-0.830149565965148,0.537033736634946,-1.54580524338539,0.12215161033964,0.260694773532054
BSU_00250,xpaC,619.822345574846,-0.594946959504694,0.140621524319904,-4.23083850343729,2.32821788992558e-05,0.0001666281458807
BSU_00260,yaaN,1143.58490981561,-0.62261279536848,0.139357613152196,-4.46773435110794,7.90523881503009e-06,6.13357875162428e-05
BSU_00270,yaaO,704.773231782386,-0.379961191362386,0.129118756952249,-2.94272652812871,0.0032533566901349,0.0134508801003488
BSU_00280,tmk,231.116851325659,-0.117592524886152,0.197175327249779,-0.596385595126654,0.550917661325464,0.717783807960453
BSU_00290,darA,508.210917424227,-0.253912490286054,0.144215992432826,-1.76064031459149,0.0782993006521227,0.186044875218638
BSU_00300,yaaR,621.209742244547,-0.246114492934668,0.148713261022128,-1.6549599628378,0.0979326195904004,0.220215765937027
BSU_00310,holB,1488.4854126573,-0.179272044664164,0.108958433310913,-1.64532509523711,0.099902787335395,0.224039151933671
BSU_00320,ricT,3408.88465722775,-0.257736056017159,0.0937596928318214,-2.7489003881387,0.005979555512427,0.0231540437799297
BSU_00330,dnaH,1782.08880034421,-0.0590413087712948,0.117830099264464,-0.501071535540162,0.616320778658701,0.765056086187879
BSU_00340,trmNF,305.47328057932,0.0306798923031098,0.181367457717565,0.169158749255262,0.865671775459916,0.93128989696955
BSU_00350,yazA,54.6035920622018,0.221591863282197,0.417316225971919,0.530992684902473,0.59542384830037,0.748517381676207
BSU_00360,rsmI,578.798170701822,0.118712036875586,0.158139761175978,0.750677982518789,0.452846476753596,0.643534996577945
BSU_00370,abrB,388.101631441774,-0.53489263604801,0.218668369324543,-2.44613630082975,0.014439640052367,0.0482600208191428
BSU_00380,metS,1347.99206876172,-0.0283794842349215,0.106905488352386,-0.265463304759209,0.790652574606453,0.886742948489966
BSU_00390,dayD,207.049267365005,0.209655684250945,0.247649802166479,0.846581270878654,0.397228556918277,0.591426018568066
BSU_00400,yabE,4388.92693742018,-0.924452458481025,0.108532730838295,-8.51772964100929,1.62711497251262e-17,4.35751887154831e-16
BSU_00410,rnmV,56.8542079979635,0.571794441271909,0.468217853356111,1.22121452049164,0.222004807838012,0.396154589221706
BSU_00420,rsmA,123.25354409067,0.0877579437202021,0.291499274227,0.301057160272249,0.763370907535408,0.869580855427957
BSU_00430,prtG,2.43623538743766,0.84489105290472,2.02452826640035,0.417327368022849,0.676438972982199,
BSU_00440,veg,1575.27939731738,1.06685321283771,0.14195067928997,7.5156612012993,5.6624017461572997e-14,1.1455410829834699e-12
BSU_00450,sspF,5.09812209188843,2.08671730354998,1.41872329056271,1.47084164856582,0.141333946129318,0.290722106235282
BSU_00460,ispE,1162.28186791571,-0.0203171215690411,0.113143650033311,-0.179569260520227,0.857490738910952,0.927987915574779
BSU_00470,purR,1502.62271894814,-0.0768107946812822,0.111705636809722,-0.687617893554654,0.491693437070913,0.673159451609947
BSU_00480,ridA,1491.21728684443,-0.0139505784015966,0.121871898562156,-0.114469197298028,0.908865862864328,0.955686405174659
BSU_00490,spoVG,54968.0623155184,-0.927509343171723,0.0990640906802224,-9.3627200007893,7.77099012087019e-21,2.64404754030591e-19
BSU_00500,glmU,866.901068205849,0.202169982538153,0.120122278443801,1.68303486378456,0.0923683424974027,0.211717829766272
BSU_00510,prs,557.068274102372,0.272651733179711,0.142453387705659,1.91397156340761,0.0556237893175443,0.142001444930582
BSU_00520,ctc,1271.05289384371,-0.247282192736278,0.12266507594339,-2.01591358285547,0.0438090130304247,0.118547075025615
BSU_00530,pth,300.311567056412,-0.285833173449628,0.183930028427044,-1.55403212783716,0.120176753283984,0.257539340672078
BSU_00540,fin,239.598661597867,-0.555073042881618,0.237221443438263,-2.33989404514384,0.0192892113520413,0.0612152265461187
BSU_00550,mfd,1447.974662766,-0.118315293040077,0.109141476512389,-1.08405435606001,0.278340698949787,0.464012948329544
BSU_00560,spoVT,393.040701021447,-0.163727828277299,0.163526605754112,-1.00123051855849,0.316715375314803,0.508385739726121
BSU_00570,yabM,52.6300672661235,0.705029525134631,0.418619814632422,1.6841761915969,0.0921476230178946,0.211328609473636
BSU_00580,yabN,332.231105717625,0.174610617154581,0.166650258132794,1.04776685683525,0.294746036026707,0.483784418958822
BSU_00590,hslR,129.131430022393,0.451977640856316,0.283446256009859,1.59457968229644,0.110806259045419,0.242465356508979
BSU_00600,spcP,326.113075108571,-0.743411655112432,0.172134988559073,-4.3187713394904,1.56900237091749e-05,0.0001160949882652
BSU_00610,spcQ,288.652136470007,-1.08065394229018,0.266671996949067,-4.05237128252568,5.07011195516868e-05,0.0003372761975305
BSU_00620,divIC,1990.66210297412,-1.02774736446115,0.103468794503371,-9.9329210260362,2.99355141896017e-23,1.23031999406967e-21
BSU_00630,yabR,3632.41652188618,-0.570628496012671,0.101374508894936,-5.62891502245469,1.81346707966447e-08,2.15693462684447e-07
BSU_tRNA_10,trnSL-Met1,23.4587222806839,0.295544807773423,0.549443891365801,0.537898068242712,0.590647422150863,0.745447689069089
BSU_tRNA_11,trnSL-Glu1,20.6944989836854,0.630906111697731,0.607856763303985,1.03791904571146,0.299307745784087,0.488051199635736
BSU_00640,spoIIE,5630.90477661029,-2.73633172572345,0.150220753727217,-18.2154040492454,3.89531325271436e-74,1.15496037942981e-71
BSU_00650,yabS,2265.67911921439,-2.69982647987419,0.150135777261268,-17.982565709011,2.66853339159228e-72,6.15393450472198e-70
BSU_00660,prkT,504.785147845996,-2.51819451140812,0.183386141726823,-13.7316510816793,6.56208643398797e-43,6.33470250871722e-41
BSU_00670,tilS,1836.21558450118,-0.147139278696628,0.112582480598089,-1.30694649749195,0.191230882861036,0.357889718104671
BSU_00680,hprT,850.691741747423,-0.136727767259288,0.165694367295305,-0.825180538669778,0.409269100547982,0.601584998716245
BSU_00690,ftsH,5821.10638866669,0.307431389805974,0.0935597620361099,3.28593599551182,0.0010164410317854,0.0048777418762326
BSU_00700,coaX,181.583672199191,-0.119426673143378,0.295059012304158,-0.404755212222659,0.68565745344033,0.818310096668672
BSU_00710,hslO,238.791672341823,0.0699180353192463,0.211307647453027,0.33088265456549,0.740733124342953,0.854818793202001
BSU_00720,yacD,421.504991566911,-0.367640401512119,0.16611265202706,-2.21319927787457,0.0268839098722186,0.0809246627118051
BSU_00730,cysK,3646.46460391806,-0.197310764182325,0.0979303958682785,-2.01480615321639,0.0439249640751224,0.11878340447937
BSU_00740,pabB,664.514273454086,-0.380044845477451,0.130024758482729,-2.92286522899354,0.0034682659939029,0.0142542298422683
BSU_00750,pabA,702.183643440579,-0.504503312455352,0.130779091140431,-3.85767562731884,0.0001144704232928,0.0006896469188516
BSU_00760,pabC,278.162616364539,-0.128974818707776,0.184608795057298,-0.698638538146275,0.484777953100936,0.667172433132998
BSU_00770,folP,462.065442600135,-0.0300293310251344,0.159771643379259,-0.187951568814073,0.85091461695707,0.924645700258848
BSU_00780,folB,266.826231944206,0.0086196892761659,0.205626991333041,0.0419190555689509,0.966563225601654,0.981913905095475
BSU_00790,folK,321.116088676811,-0.054652208330227,0.187793511142375,-0.29102287931979,0.771033821302762,0.873754133832314
BSU_00800,yazB,172.962163474396,-0.0397160123255126,0.236864916101163,-0.167673680759671,0.866840002727043,0.931948420440289
BSU_00810,dusB,1727.71226479459,0.0027263129377554,0.107647122262728,0.0253263894143074,0.979794624970681,0.987886200693052
BSU_00820,lysS,1631.04043352752,0.194559173581058,0.103773593852004,1.87484278378687,0.0608143553541974,0.152624177191822
BSU_rRNA_6,rrnJ-16S,2542.15918731492,-0.157923189378261,0.144602733863469,-1.0921175911333,0.274781418325931,0.460297686630727
BSU_rRNA_7,rrnJ-23S,4491.57407349807,-0.0605868079067685,0.149512797116174,-0.405228241831978,0.685309747377578,0.818310096668672
BSU_rRNA_8,rrnJ-5S,0.0,,,,,
BSU_tRNA_12,trnJ-Val,0.59408357124872,0.488462334151781,3.47519085274472,0.140556980853581,0.888219935056693,
BSU_tRNA_13,trnJ-Thr,13.3837520596528,0.165191906351233,0.729662389291071,0.226394985921819,0.8208942273596,0.906049086324282
BSU_tRNA_14,trnJ-Lys,71.4358092622279,0.55700061753056,0.336291596824814,1.65630251481045,0.0976605714825933,0.219990453830645
BSU_tRNA_15,trnJ-Leu1,92.7739603494183,0.68997388575999,0.305765038315663,2.25654930845194,0.0240362509198648,0.0738016268208267
BSU_tRNA_16,trnJ-Gly,109.459292236075,0.61484111850334,0.278992635634755,2.20378977783579,0.0275391318084116,0.0825378600265102
BSU_tRNA_17,trnJ-Leu2,119.493321484481,0.716738331530332,0.296277590075433,2.41914459796925,0.0155570546934181,0.0512518524066495
BSU_tRNA_18,trnJ-Arg,32.5898167402033,0.783802938347613,0.474766844453808,1.65092181036638,0.0987545416678726,0.221823648519123
BSU_tRNA_19,trnJ-Pro,5.99496232430584,0.710852156573276,1.05711927119896,0.672442718565752,0.501301895040034,0.681147026615772
BSU_tRNA_20,trnJ-Ala,31.7190243551494,-0.283058581072577,0.511478739523885,-0.55341221286356,0.579981178001069,0.737552711344844
BSU_rRNA_9,rrnW-16S,2525.32802943405,-0.144733925422023,0.153512761993432,-0.942813636746471,0.345776235325593,0.538176660231173
BSU_rRNA_10,rrnW-23S,4481.07353785156,-0.0589379714188497,0.155895817635342,-0.378059991042943,0.705386028896426,0.831598240826203
BSU_rRNA_11,rrnW-5S,0.266641177404897,-1.23534981124398,3.51279563087137,-0.351671415321574,0.725084700129624,
